timestamp,angle,throttle,brake
147942421588,0.0017453292384743,0.3956511914730072,0.1481345891952514
147942421598,0.0034906584769487,0.3977264165878296,0.1488059759140014
147942421608,0.0069813169538974,0.4101777672767639,0.1479514837265014
147942421618,0.0261799395084381,0.4239719212055206,0.1484245061874389
147942421628,0.0314159281551837,0.4270237386226654,0.1486228704452514
147942421638,0.0279252678155899,0.425436794757843,0.1483482122421264
147942422063,0.0087266461923718,0.3989471197128296,0.1480277776718139
147942422073,0.0104719754308462,0.3947966694831848,0.1488670110702514
147942422083,0.0122173046693205,0.3932097256183624,0.1483482122421264
147942422093,0.0104719754308462,0.38979172706604,0.1487907171249389
147942422103,0.0087266461923718,0.39137864112854,0.1482566595077514
147942422113,0.0069813169538974,0.38991379737854,0.1485008001327514
147942422123,0.0069813169538974,0.3889372050762176,0.1483787298202514
147942422133,0.0069813169538974,0.3789272904396057,0.1481040716171264
147942422143,0.0052359877154231,0.3750057220458984,0.1481345891952514
147942422153,0.0034906584769487,0.372198075056076,0.1484550237655639
147942422163,0.0034906584769487,0.3692683279514313,0.1482261419296264
147942422173,-0.0034906584769487,0.3682917654514313,0.1482108831405639
147942422183,-0.0488692186772823,0.3860074877738952,0.1478446573019027
147942422193,-0.040142573416233,0.4113985002040863,0.1480888128280639
147942422203,0.0017453292384743,0.4199435412883758,0.1481651067733764
147942422213,0.0122173046693205,0.4200656116008758,0.1479820013046264
147942422223,0.0087266461923718,0.4184786677360534,0.1483939886093139
147942422233,0.0087266461923718,0.4129854142665863,0.1483787298202514
147942422688,0.1099557429552078,0.3196917772293091,0.1478599160909652
147942422698,0.108210414648056,0.3198138475418091,0.1482719182968139
147942422708,0.0994837656617164,0.3184710443019867,0.1483939886093139
147942422718,0.0872664600610733,0.3189593255519867,0.1483787298202514
147942422728,0.0750491544604301,0.3192034661769867,0.1483329534530639
147942422738,0.0733038261532783,0.3185931146144867,0.1486076116561889
147942422748,0.0715584978461265,0.3190813958644867,0.1482261419296264
147942422758,0.0715584978461265,0.3181048333644867,0.1482108831405639
147942422768,0.0733038261532783,0.3190813958644867,0.1475242227315902
147942422778,0.0820304751396179,0.3220111429691314,0.1486686468124389
147942422788,0.1047197580337524,0.3237201571464538,0.1480582952499389
147942422798,0.108210414648056,0.3359273672103882,0.1485008001327514
147942422808,0.0994837656617164,0.3577935397624969,0.1483939886093139
147942422818,0.0698131695389747,0.372442215681076,0.1480888128280639
147942423313,0.0994837656617164,0.3537651598453522,0.1483634710311889
147942423323,0.0994837656617164,0.3544976115226745,0.1483024358749389
147942423333,0.0959931090474128,0.3532768785953522,0.1485770940780639
147942423343,0.0907571241259574,0.3555962443351745,0.1485923528671264
147942423353,0.0715584978461265,0.3649958074092865,0.1487449407577514
147942423363,0.0506145469844341,0.3697566092014313,0.1479362100362777
147942423373,0.0471238903701305,0.3709773421287536,0.1482108831405639
147942423383,0.0506145469844341,0.372076004743576,0.1486076116561889
147942423393,0.0645771846175193,0.372442215681076,0.1484702825546264
147942423403,0.0645771846175193,0.3753719329833984,0.1484245061874389
147942423413,0.0628318563103675,0.3773403465747833,0.1480277776718139
147942423928,0.1012290939688682,0.3857633471488952,0.1486686468124389
147942423938,0.1047197580337524,0.3879606425762176,0.1483787298202514
147942423948,0.108210414648056,0.3879606425762176,0.1485008001327514
147942423958,0.1099557429552078,0.3875944018363952,0.1486839056015014
147942423968,0.1134463995695114,0.3879606425762176,0.1486076116561889
147942423978,0.116937056183815,0.3872281908988952,0.1491569429636001
147942423988,0.1151917278766632,0.3878385722637176,0.1480735540390014
147942423998,0.1117010712623596,0.3869840502738952,0.1488975286483764
147942424008,0.1047197580337524,0.3874723315238952,0.1481345891952514
147942424553,0.0959931090474128,0.3917448818683624,0.1486381292343139
147942424563,0.0959931090474128,0.39113450050354,0.1488364934921264
147942424573,0.0977384373545646,0.3916228115558624,0.1483787298202514
147942424583,0.0977384373545646,0.3917448818683624,0.1483939886093139
147942424593,0.0977384373545646,0.39113450050354,0.1483024358749389
147942424603,0.0959931090474128,0.39150071144104,0.1490348726511001
147942425178,0.0366519130766391,0.4800335764884949,0.1483329534530639
147942425188,0.0314159281551837,0.4808880686759949,0.1484550237655639
147942425198,0.0226892810314893,0.4814984500408172,0.1488212347030639
147942431129,0.0139626339077949,0.2754863798618316,0.1478293985128402
147942431139,0.0157079640775918,0.2760967314243316,0.1491722017526626
147942431149,0.0157079640775918,0.2762188017368316,0.1490806490182876
147942431724,0.0052359877154231,0.3432517051696777,0.1488670110702514
147942431734,0.0052359877154231,0.3404440283775329,0.1486533880233764
147942431744,0.0052359877154231,0.3404440283775329,0.1490806490182876
147942431754,0.0069813169538974,0.3401998877525329,0.1487296819686889
147942431764,0.0052359877154231,0.3414206206798553,0.1490043550729751
147942431774,0.0052359877154231,0.3405660986900329,0.1486228704452514
147942432319,0.0698131695389747,0.2403143346309662,0.1490043550729751
147942432329,0.0715584978461265,0.2259098142385482,0.1481193304061889
147942432335,0.0715584978461265,0.2252994626760482,0.1494621187448501
147942432339,0.0715584978461265,0.2251773923635482,0.1485008001327514
147942432349,0.0715584978461265,0.2229800820350647,0.1484702825546264
147942432359,0.0698131695389747,0.2195468097925186,0.1491722017526626
147942432369,0.0523598790168762,0.2337224334478378,0.1486839056015014
147942432379,0.0418879017233848,0.287327378988266,0.1486228704452514
147942432389,0.040142573416233,0.3085679411888122,0.1482871770858764
147942432399,0.0418879017233848,0.3152971565723419,0.1485923528671264
147942432910,0.0593411959707737,0.2365300953388214,0.1488212347030639
147942432920,0.0610865242779254,0.2272526174783706,0.1485618352890014
147942432930,0.0610865242779254,0.216983288526535,0.1488059759140014
147942432940,0.0610865242779254,0.2130769789218902,0.1484397649765014
147942432950,0.0610865242779254,0.2136873453855514,0.1492332369089126
147942432960,0.0628318563103675,0.2184481620788574,0.1491569429636001
147942432970,0.0628318563103675,0.2221255749464035,0.1488517522811889
147942432980,0.0663225129246711,0.2199282795190811,0.1488212347030639
147942432990,0.0750491544604301,0.2101472467184066,0.1488364934921264
147942433000,0.0750491544604301,0.1983062475919723,0.1487449407577514
147942433010,0.0750491544604301,0.1942778676748275,0.1489127874374389
147942433020,0.0750491544604301,0.1930571496486663,0.1478293985128402
147942433030,0.0750491544604301,0.1904936283826828,0.1488059759140014
147942433495,0.0925024524331092,0.3675593137741089,0.1485770940780639
147942433505,0.1047197580337524,0.3654840886592865,0.1486839056015014
147942433515,0.1047197580337524,0.3663386106491089,0.1483024358749389
147942433525,0.1012290939688682,0.3656061589717865,0.1487144231796264
147942433535,0.1012290939688682,0.3590142726898193,0.1486533880233764
147942433545,0.1012290939688682,0.347173273563385,0.1486228704452514
147942433555,0.1012290939688682,0.3441214561462402,0.1484092473983764
147942433565,0.1012290939688682,0.3447318375110626,0.1490043550729751
147942433575,0.0977384373545646,0.3697566092014313,0.1486533880233764
147942433585,0.0977384373545646,0.3864957690238952,0.1484092473983764
147942433595,0.0977384373545646,0.39113450050354,0.1486839056015014
147942433605,0.0959931090474128,0.3966277539730072,0.1493705660104751
147942433615,0.0872664600610733,0.4061493873596191,0.1488364934921264
147942433625,0.0767944902181625,0.4099336266517639,0.1483329534530639
147942433635,0.0715584978461265,0.4126192033290863,0.1487296819686889
147942433645,0.0680678412318229,0.4223849773406982,0.1487144231796264
147942433655,0.0680678412318229,0.444129079580307,0.1490653902292251
147942434090,0.0680678412318229,0.3387350142002105,0.1487754583358764
147942434100,0.0680678412318229,0.3156633973121643,0.1486686468124389
147942434110,0.0680678412318229,0.3120012283325195,0.1483939886093139
147942434120,0.0663225129246711,0.3128557205200195,0.1495536714792251
147942434130,0.0645771846175193,0.3151750862598419,0.1486991643905639
147942434140,0.0645771846175193,0.3150530159473419,0.1492027193307876
147942434150,0.0663225129246711,0.3146868050098419,0.1487296819686889
147942434160,0.0663225129246711,0.3146868050098419,0.1488670110702514
147942434170,0.0663225129246711,0.3161516785621643,0.1485008001327514
147942434180,0.0645771846175193,0.3134660720825195,0.1489433199167251
147942434190,0.0645771846175193,0.311741828918457,0.1482871770858764
147942434200,0.0663225129246711,0.3135881721973419,0.1485313177108764
147942434210,0.0680678412318229,0.3399557471275329,0.1488975286483764
147942434220,0.0715584978461265,0.3713435530662536,0.1487907171249389
147942434230,0.0715584978461265,0.3754940032958984,0.1485313177108764
147942434240,0.0733038261532783,0.3748836517333984,0.1487144231796264
147942434250,0.0750491544604301,0.3752498626708984,0.1483787298202514
147942434260,0.0750491544604301,0.3743953704833984,0.1487296819686889
147942434270,0.0750491544604301,0.3643854558467865,0.1484855413436889
147942434280,0.0733038261532783,0.3505913019180298,0.1483939886093139
147942434685,0.0069813169538974,0.3754940032958984,0.1482414007186889
147942434695,0.0087266461923718,0.3747615814208984,0.1486839056015014
147942434705,0.0104719754308462,0.3748836517333984,0.1482719182968139
147942434715,0.0157079640775918,0.373784989118576,0.1489433199167251
147942434725,0.0174532923847436,0.3748836517333984,0.1483176946640014
147942434735,0.0191986225545406,0.3761196434497833,0.1484245061874389
147942434745,0.0174532923847436,0.3742733001708984,0.1485770940780639
147942434755,0.0191986225545406,0.3558403849601745,0.1485160589218139
147942434765,0.0104719754308462,0.3431296348571777,0.1484397649765014
147942434775,0.0034906584769487,0.3432517051696777,0.1490043550729751
147942434785,0.0017453292384743,0.3433737754821777,0.1477378457784652
147942434795,0.0017453292384743,0.3510795831680298,0.1484855413436889
147942434805,0.0017453292384743,0.3690241873264313,0.1484702825546264
147942434815,0.0017453292384743,0.3794155716896057,0.1483634710311889
147942434825,0.0017453292384743,0.3795376420021057,0.1485160589218139
147942434835,0.0017453292384743,0.373174637556076,0.1484397649765014
147942434845,0.0017453292384743,0.3318989872932434,0.1481956243515014
147942434855,0.0017453292384743,0.2950179278850555,0.1489433199167251
147942434865,0.0017453292384743,0.2887922525405884,0.1484702825546264
147942434875,0.0017453292384743,0.1719233989715576,0.1485313177108764
147942434885,0.0,0.1505607664585113,0.1494163423776626
147942434895,-0.0034906584769487,0.1516594141721725,0.1486381292343139
147942434905,-0.0052359877154231,0.1509269922971725,0.1491874605417251
147942435270,0.0052359877154231,0.1682612299919128,0.1487144231796264
147942435280,0.0017453292384743,0.168749526143074,0.1486991643905639
147942435290,0.0017453292384743,0.168505385518074,0.1485618352890014
147942435300,0.0017453292384743,0.1682612299919128,0.1483787298202514
147942435320,0.0017453292384743,0.1678950190544128,0.1480430364608764
147942435330,0.0034906584769487,0.1705806106328964,0.1485008001327514
147942435340,0.0034906584769487,0.1732661873102188,0.1482566595077514
147942435350,0.0034906584769487,0.1721675395965576,0.1485313177108764
147942435360,0.0034906584769487,0.1724116951227188,0.1480735540390014
147942435370,0.0034906584769487,0.1752193421125412,0.1485313177108764
147942435380,0.0034906584769487,0.1947661489248275,0.1488670110702514
147942435390,0.0034906584769487,0.2145418524742126,0.1483939886093139
147942435410,0.0034906584769487,0.2327458560466766,0.1484245061874389
147942435420,0.0017453292384743,0.2419012784957885,0.1485465764999389
147942435430,0.0017453292384743,0.2476386725902557,0.1488059759140014
147942435440,0.0017453292384743,0.2544899582862854,0.1482108831405639
147942435450,0.0052359877154231,0.287449449300766,0.1483787298202514
147942435460,0.0069813169538974,0.3151750862598419,0.1480277776718139
147942435470,0.0017453292384743,0.3356832265853882,0.1485923528671264
147942435480,0.0017453292384743,0.3459525406360626,0.1485313177108764
147942435490,0.0017453292384743,0.3487602174282074,0.1486991643905639
147942435500,-0.0034906584769487,0.3464408218860626,0.1487449407577514
147942435510,-0.0174532923847436,0.3463187515735626,0.1483634710311889
147942435520,-0.0383972451090812,0.3388570845127105,0.1488059759140014
147942435530,-0.0453785620629787,0.3382467329502105,0.1486686468124389
147942435865,-0.1117010712623596,0.2922102808952331,0.1489433199167251
147942435875,-0.1134463995695114,0.2918440401554107,0.1483634710311889
147942435885,-0.1186823919415474,0.2939192652702331,0.1485160589218139
